Organisation,KvK number,clean_name
AMCO Solutions B.V.,61663395.0,amco solutions
Amcor Specialty Cartons Brabant B.V.,20073363.0,amcor specialty cartons brabant
Amdocs B.V.,34109782.0,amdocs
Amelia NL B.V.,76963632.0,amelia nl
America II Europe B.V.,80988830.0,america ii
American Express Europe S.A. (Netherlands branch),71660275.0,american express sa branch
"American Express Payments Europe, S.L. (Netherlands branch)",71767126.0,american express payments sl branch
American Orthodontics B.V.,11047739.0,american orthodontics
Americold Netherlands II B.V.,59299312.0,americold ii
AM-Flow Holding B.V.,63558963.0,amflow
Amgen Europe B.V.,20080576.0,amgen
Ami Ads B.V.,91681340.0,ami ads
Amice Advocaten,30235009.0,amice advocaten
Amicorp Netherlands B.V.,32015492.0,amicorp
Amiri Collections B.V.,57649693.0,amiri collections
Amis Services B.V.,30114159.0,amis services
AMISYS Co. Ltd.,68731124.0,amisys co ltd
Amity Global Education,68862555.0,amity global education
Ammega Group B.V.,71725385.0,ammega
AMMP Technologies B.V.,73076872.0,ammp technologies
"Amnesty International, Afdeling Nederland",40530953.0,amnesty international afdeling
AMO Groningen B.V.,2032828.0,amo groningen
Ampelmann Operations B.V.,27340502.0,ampelmann operations
Amperapark B.V.,71376518.0,amperapark
Ampersan Services NL B.V.,85920037.0,ampersan services nl
Ampersand Management B.V.,68755066.0,ampersand management
AM-Pharma B.V.,28087313.0,ampharma
Amphenol Benelux B.V.,30073649.0,amphenol benelux
Amphia Ziekenhuis,20100257.0,amphia ziekenhuis
Ampire Vastgoed B.V.,58043713.0,ampire vastgoed
Ampleon Coöperatief U.A.,64552926.0,ampleon coperatief ua
Ampleon Netherlands B.V.,63399113.0,ampleon
Amplify B.V.,66549523.0,amplify
Amplitude Analytics B.V.,68002459.0,amplitude analytics
Ampowr B.V.,82591326.0,ampowr
AMS Green Markets B.V.,83905308.0,ams green markets
ams Sensors Netherlands B.V.,76711188.0,ams sensors
AMS Sourcing B.V.,34140623.0,ams sourcing
AMSE,24312508.0,amse
Amsino HR B.V.,59003251.0,amsino hr
AMSMA Group B.V.,55412688.0,amsma
AMST-Aviation B.V.,71778705.0,amstaviation
Amsterdam,34366966.0,amsterdam
Amsterdam Capital Partners B.V.,61570982.0,amsterdam capital partners
Amsterdam Data Collective B.V.,68312148.0,amsterdam data collective
Amsterdam Downtown Hotel B.V.,62236970.0,amsterdam downtown hotel
Amsterdam Event Crew B.V.,87076845.0,amsterdam event crew
Amsterdam Institute of Technology B.V.,64758958.0,amsterdam institute of technology
Amsterdam Internet Exchange B.V.,34128666.0,amsterdam internet exchange
Amsterdam Platform Creation B.V.,77884124.0,amsterdam platform creation
Amsterdam Scientific Instruments B.V.,52038408.0,amsterdam scientific instruments
Amsterdam Scrap Terminal B.V.,67207405.0,amsterdam scrap terminal
Amsterdam Software B.V.,34143911.0,amsterdam software
Amsterdam UMC Research B.V.,33284074.0,amsterdam umc research
Amsterdam VentureLab B.V.,61738840.0,amsterdam venturelab
Amsterdamse Hogeschool voor de Kunsten,41210838.0,amsterdamse hogeschool voor de kunsten
AMSYSTEMS B.V.,75875969.0,amsystems
AMT Medical B.V,63700735.0,amt medical
An Info Systems B.V.,75094541.0,an info systems
ANA Architecten B.V.,84068779.0,ana architecten
Anaar B.V.,54402506.0,anaar
Anachron B.V.,34124936.0,anachron
Anachron Technology B.V.,51497190.0,anachron technology
Anadolubank Nederland N.V.,34239060.0,anadolubank
Anago B.V.,30174530.0,anago
AnalitiQs B.V.,63430371.0,analitiqs
Analog Folk B.V.,74187376.0,analog folk
Analytical Solutions and Products B.V.,34128662.0,analytical solutions and products
Analytics in HR B.V.,66776163.0,analytics in hr
Analytix Power B.V.,83422781.0,analytix power
Anamata B.V.,78520185.0,anamata
Ananda B.V.,57805199.0,ananda
Ananda Digital Technologies B.V.,71017216.0,ananda digital technologies
Anaplan Nederland B.V.,59187352.0,anaplan
Anatolia B.V.,34259163.0,anatolia
AncoferWaldram Steelplates B.V.,20031659.0,ancoferwaldram steelplates
AND Digital Nederland B.V.,82470960.0,and digital
Andermatt Nederland B.V.,58473785.0,andermatt
Andile B.V.,77666194.0,andile
Andre Rieu Productions B.V.,14625884.0,andre rieu productions
anDREa B.V.,83360263.0,andrea
Andries Geerse Stedenbouwkundige B.V.,24338706.0,andries geerse stedenbouwkundige
ANDRITZ FEED & BIOFUEL B.V.,17045790.0,andritz feed biofuel
ANDRITZ Gouda B.V.,29019468.0,andritz gouda
Andritz Metals France SAS,66537754.0,andritz metals france sas
Anesco Nederland B.V.,85278289.0,anesco
aNewSpring,24308587.0,anewspring
Angara DX B.V.,84560509.0,angara dx
"Angelo, Gordon Netherlands B.V.",34332986.0,angelo gordon
AngioDynamics Netherlands B.V.,34164980.0,angiodynamics
Angiogenesis Analytics B.V.,72117583.0,angiogenesis analytics
Anglia NL. B.V.,83774505.0,anglia nl
Anglo-Eastern Ship Management (NL) B.V.,70959250.0,angloeastern ship management nl
Angstone B.V.,81105460.0,angstone
AniCura Netherlands B.V.,64331326.0,anicura
AniForm Engineering B.V.,51841894.0,aniform engineering
Animal Health Concepts B.V.,53350472.0,animal health concepts
Anji Logistics Europe B.V.,92049230.0,anji logistics
Anker Recruitment B.V.,81850891.0,anker recruitment
Ankerbeer B.V.,2077646.0,ankerbeer
ANKO Food Tech B.V.,93727593.0,anko food tech
Anna Agency B.V.,34365521.0,anna agency
ANNA Dutch B.V.,17232319.0,anna dutch
Anna Technology B.V.,81123272.0,anna technology
Annogen B.V.,76696073.0,annogen
Annual Insight B.V.,60965401.0,annual insight
Anomaly B.V.,53239148.0,anomaly
Anopanel B.V.,17228082.0,anopanel
Anotech Energy Netherlands B.V.,75873095.0,anotech energy
AnQore B.V.,14052072.0,anqore
Anritsu Infivis B.V.,74789163.0,anritsu infivis
Ans Exam B.V.,63652374.0,ans exam
ANSINGER B.V.,65738470.0,ansinger
ANSYS Netherlands,66972264.0,ansys
Antaris Solutions B.V.,50302108.0,antaris solutions
Antec Europe,24296662.0,antec
Antec Leyden B.V.,28051415.0,antec leyden
AntenneX B.V.,90378431.0,antennex
Anterra Capital B.V.,58012281.0,anterra capital
Anteryon B.V.,17137217.0,anteryon
Anteverta-mw B.V.,27378405.0,antevertamw
ANTFIN (NETHERLANDS) HOLDING B.V.,76219801.0,antfin
Anthesis B.V.,30180751.0,anthesis
Anthony Veder Rederijzaken B.V.,24167719.0,anthony veder rederijzaken
Anthos Fund & Asset Management B.V.,34258108.0,anthos fund asset management
Anthos Private Wealth Management B.V.,34201104.0,anthos private wealth management
Antlia Advies en Consultancy B.V.,77439465.0,antlia advies en consultancy
Anton Paar Netherlands B.V.,87790408.0,anton paar
ANVA B.V.,70547319.0,anva
Anvil Ventures The Netherlands B.V.,74628267.0,anvil ventures
Anviri Cosmetics B.V.,39057917.0,anviri cosmetics
ANWB B.V.,27157000.0,anwb
ANWB Reizen B.V.,27153706.0,anwb reizen
ANWB Retail B.V.,75467186.0,anwb retail
Anyone.com B.V.,87900769.0,anyonecom
AOC International (Europe) B.V.,52168204.0,aoc international
AOC Nederland B.V.,4063810.0,aoc
"Aoki Co.,LTD Rotterdam Branch",24472319.0,aoki coltd rotterdam branch
Aon Groep Nederland B.V.,24001497.0,aon groep
Aopen Computer B.V.,16084198.0,aopen computer
Apacer Technology B.V.,17102989.0,apacer technology
Apandam Europe B.V.,66488567.0,apandam
Apara B.V.,82444463.0,apara
Apeel Netherlands B.V.,74822683.0,apeel
Apeldoorn Orthodontie,1167738.0,apeldoorn orthodontie
Apex Financial Services B.V.,28065255.0,apex financial services
Apex Global Logistics (NL) B.V.,62432818.0,apex global logistics nl
Apexmed International B.V.,34159173.0,apexmed international
APG Asset Management N.V.,58476369.0,apg asset management
APG Fondsenbedrijf,14099617.0,apg fondsenbedrijf
APG Groep N.V.,14099616.0,apg groep
APL Logistics Europe B.V.,24315271.0,apl logistics
APM Terminals Maasvlakte II B.V.,24399863.0,apm terminals maasvlakte ii
APM Terminals Management B.V.,24354277.0,apm terminals management
Apo SHS B.V.,24333211.0,apo shs
Apolix B.V.,75820706.0,apolix
Apollo Capital Solutions Europe B.V.,85881678.0,apollo capital solutions
Apollo Seiko Europe B.V.,63160498.0,apollo seiko
Apollo Tyres (Europe) B.V.,54806941.0,apollo tyres
Apollo Tyres (NL) B.V.,34223268.0,apollo tyres nl
Apollo Tyres Global R&D B.V.,55648118.0,apollo tyres global rd
Apotheek Jager Bruining B.V.,27280941.0,apotheek jager bruining
Appical B.V.,54038502.0,appical
Appier Netherlands B.V.,89081595.0,appier
Apple Benelux B.V.,30063224.0,apple benelux
Apple Inn Hotel B.V.,34170567.0,apple inn hotel
Apple Retail Netherlands B.V.,34236124.0,apple retail
Applied Drone Innovations B.V.,72238542.0,applied drone innovations
Applied Materials Europe B.V.,34062769.0,applied materials
Applied Medical Europe B.V.,32115550.0,applied medical
"Applied Micro Electronics """"AME"""" B.V.",17092884.0,applied micro electronics ame
Applied Nanolayers B.V.,55596630.0,applied nanolayers
Applied Risk B.V.,55381456.0,applied risk
Applied Value Technologies B.V.,87625784.0,applied value technologies
Applikon Biotechnology B.V.,24233266.0,applikon biotechnology
Approba Executives Flecs B.V.,14067432.0,approba executives flecs
AppSignal B.V.,62960407.0,appsignal
Apptitude B.V.,32168888.0,apptitude
AppyThings B.V.,61889733.0,appythings
APS Group B.V.,51336634.0,aps
APS Uitzendburo B.V.,17060180.0,aps uitzendburo
Aqana B.V.,52658953.0,aqana
AQPHA Medical B.V.,65456149.0,aqpha medical
AQS European Real Estate Coöperatief U.A.,66996236.0,aqs european real estate coperatief ua
AQTIS Medical B.V.,30220215.0,aqtis medical
Aqua Vision B.V.,30215805.0,aqua vision
AquaBattery,60486015.0,aquabattery
Aquacare Europe B.V.,17107938.0,aquacare
Aqua-Spark Operating B.V.,60039809.0,aquaspark operating
Aquatic Drones B.V.,66266149.0,aquatic drones
Aquent LLC,54234395.0,aquent llc
Araco International B.V.,8160200.0,araco international
ARAG SE Nederland,55794173.0,arag se
Aragen Life Sciences B.V.,58267026.0,aragen life sciences
Arai Helmet (Europe) B.V.,8018253.0,arai helmet
Araido B.V.,70206821.0,araido
ARAM Technology Services,24328120.0,aram technology services
Aramco Overseas Company B.V.,28040948.0,aramco overseas company
Aramex Nederland B.V.,34196827.0,aramex
Aratis B.V.,27303614.0,aratis
Aratis System Experts B.V.,73305367.0,aratis system experts
Arauco Europe Coöperatief U.A.,50951998.0,arauco coperatief ua
ArboNed B.V.,30120994.0,arboned
Arc Games B.V.,75256827.0,arc games
ARC Phone Accessories B.V.,77650913.0,arc phone accessories
Arcadia Maritime Group B.V.,74149806.0,arcadia maritime
Arcadis Global B.V.,57602255.0,arcadis global
ARCADIS Nederland B.V.,9036504.0,arcadis
ArcelorMittal Netherlands B.V.,33297298.0,arcelormittal
ArcelorMittal Projects Europe B.V.,20081827.0,arcelormittal projects
Archer Daniels Midland Europe B.V.,24149451.0,archer daniels midland
Archer Hotel Capital B.V.,50342762.0,archer hotel capital
Architechts N.V.,69903042.0,architechts
Architectenbureau Cepezed B.V.,27223130.0,architectenbureau cepezed
Architectenbureau Popma en ter Steege,50104853.0,architectenbureau popma en ter steege
ArchLynk Netherlands B.V.,73331163.0,archlynk
Arcimboldo B.V.,72025840.0,arcimboldo
Arcus European Investment Manager Netherlands B.V.,81729383.0,arcus european investment manager
Arcwide B.V.,84717173.0,arcwide
Ardagh Glass Benelux,18110358.0,ardagh glass benelux
Ardagh Glass Moerdijk B.V.,33178991.0,ardagh glass moerdijk
Ardagh Metal Beverage Netherlands B.V.,16088794.0,ardagh metal beverage
Ardena Amsterdam B.V.,34336591.0,ardena amsterdam
Ardena Oss B.V.,55049079.0,ardena oss
AR-Development B.V.,65122011.0,ardevelopment
Ardos B.V.,14091850.0,ardos
Area of People B.V.,72862106.0,area of people
Arec Crop Protection B.V.,57817146.0,arec crop protection
Arena Aviation Capital B.V.,60274050.0,arena aviation capital
Arena Aviation Partners B.V.,67644694.0,arena aviation partners
Arep Accountants & Belastingadviseurs B.V.,30145890.0,arep accountants belastingadviseurs
Argent Energy Netherlands Holding B.V.,71874534.0,argent energy
Argentex B.V.,81662076.0,argentex
Argentrade International B.V.,24237237.0,argentrade international
Argo Coral Maritime Ltd,55685897.0,argo coral maritime ltd
Argo Design Europe B.V.,74040723.0,argo design
ARGO MOTOR SPARES B.V.,80257429.0,argo motor spares
Ariana Garden B.V.,85925160.0,ariana garden
Ariane Zorggroep B.V.,92383041.0,ariane zorggroep
Arisphone B.V.,82238707.0,arisphone
Aristos B.V.,68108001.0,aristos
Arjo Nederland B.V.,69089396.0,arjo
ARKEMA B.V.,24270059.0,arkema
Arkitech International B.V.,68330448.0,arkitech international
Arkoil Technologies Nederland B.V.,55123465.0,arkoil technologies
Arkray Europe B.V.,34214240.0,arkray
Arktura B.V.,73723754.0,arktura
Arla Foods B.V.,32151766.0,arla foods
ARLANXEO Netherlands B.V.,14032465.0,arlanxeo
Armada Consultants B.V.,27269718.0,armada consultants
Armflow Pump Technologies B.V.,64125920.0,armflow pump technologies
Arnhem,9214908.0,arnhem
Arnold & Siedsma B.V.,20060991.0,arnold siedsma
Arnold Suhr Netherlands B.V.,30082985.0,arnold suhr
Aroundtown Management NL B.V.,66881307.0,aroundtown management nl
ARQ Nationaal Psychotrauma Centrum,27310568.0,arq nationaal psychotrauma centrum
Array Industries Engineering B.V.,29035351.0,array industries engineering
ARRIS Group B.V.,39080338.0,arris
Arriva Personenvervoer Nederland B.V.,30124575.0,arriva personenvervoer
ARS Traffic & Transport Technology B.V.,27168565.0,ars traffic transport technology
Artefact Benelux,51364247.0,artefact benelux
Artemis Bioservices B.V.,86350404.0,artemis bioservices
ArtEZ Hogeschool voor de Kunsten,9109756.0,artez hogeschool voor de kunsten
Arthe Civil & Structure B.V.,30236509.0,arthe civil structure
Arthrex Distribution Hub EMEA B.V,64031454.0,arthrex distribution hub emea
Arthrex Nederland B.V.,17213459.0,arthrex
Arthur D. Little Benelux N.V.,24336922.0,arthur d little benelux
Arthur's Legal B.V.,34226401.0,arthurs legal
Artificial Design,61953679.0,artificial design
Artinis Medical Systems B.V.,9127900.0,artinis medical systems
Artipoppe B.V.,57904758.0,artipoppe
Arts en Zorg B.V.,32104230.0,arts en zorg
"Artsen zonder Grenzen (Médecins Sans Frontières, Nederland)",41215974.0,artsen zonder grenzen mdecins sans frontires
Arup B.V.,34143988.0,arup
Arval B.V.,30139084.0,arval
Arvato Netherlands B.V.,33238888.0,arvato
Aryza B.V.,30116651.0,aryza
ASA International N.V.,30251052.0,asa international
Asahi Biosciences Europe Branch,96935340.0,asahi biosciences branch
ASAHI INTECC EUROPE B.V.,77482530.0,asahi intecc
"Asahi Tanker Co. , Ltd. Europe Office",78465192.0,asahi tanker co ltd office
ASAMCO,20071395.0,asamco
Asbuilt Solutions B.V.,63331071.0,asbuilt solutions
Asc Academics B.V.,63249863.0,asc academics
ASCI Netherlands B.V.,74368249.0,asci
Ascom (Nederland) B.V.,30041716.0,ascom
Ascott Hospitality (Europe) N.V.,50042971.0,ascott hospitality
ASE NL Service Center B.V.,59083573.0,ase nl service center
Asfalt Productie Tiel (APT) B.V.,66151295.0,asfalt productie tiel apt
Ashland Industries Nederland B.V.,27022150.0,ashland industries
Ashland Services,24267865.0,ashland services
Asian Bistro Nijmegen,94335109.0,asian bistro nijmegen
Asica Group B.V.,70311765.0,asica
ASICS Europe B.V.,34092761.0,asics
ASICS Technology B.V.,87169347.0,asics technology
Asimo Networks B.V.,69725284.0,asimo networks
Ask Community Systems B.V.,24339751.0,ask community systems
Ask Phill B.V.,66271266.0,ask phill
ASL Dutch B.V.,71886354.0,asl dutch
ASL Global B.V.,70818533.0,asl global
ASM Europe BV,54004004.0,asm
ASM International N.V.,30037466.0,asm international
ASM IP Holding B.V.,51509644.0,asm ip
ASM Maritime B.V.,34313871.0,asm maritime
ASML Netherlands B.V.,17052456.0,asml
ASML Trading B.V.,69631557.0,asml trading
ASMPT ALSI B.V.,59991909.0,asmpt alsi
ASN Bank N.V.,16062338.0,asn bank
ASP The Netherlands B.V.,72492449.0,asp
Aspen Oss B.V.,57822883.0,aspen oss
Aspentech Europe B.V.,17096166.0,aspentech
Asperion Hosting B.V.,34209714.0,asperion hosting
Aspire Systems B.V.,67347894.0,aspire systems
ASR Nederland N.V.,30070695.0,asr
ASRock Europe B.V.,12048643.0,asrock
Assai Software Services B.V.,11025854.0,assai software services
Assemble 33 B.V.,74344684.0,assemble 33
Assembling Manufacturing & Sourcing Group B.V.,34186302.0,assembling manufacturing sourcing
Assent Compliance Netherlands B.V.,75451565.0,assent compliance
Assertive Yield B.V.,74301268.0,assertive yield
Asset Control International B.V.,1060543.0,asset control international
Asset Insight B.V.,70034915.0,asset insight
Asset People B.V.,67635180.0,asset people
ASSET Rail B.V.,32107173.0,asset rail
AssistiveWare B.V.,34323889.0,assistiveware
AssistYou Group B.V.,70786828.0,assistyou
Astellas B.V.,33193274.0,astellas
Astellas Pharma Europe B.V.,28053775.0,astellas pharma
Aster Technology Holland B.V.,52726509.0,aster technology holland
Asteria Food B.V.,76154165.0,asteria food
Astrata Europe B.V.,76632334.0,astrata
AstraZeneca B.V.,24234576.0,astrazeneca
Astrolkwx B.V.,27246267.0,astrolkwx
Astronergy Solar Netherlands B.V.,53764498.0,astronergy solar
ASUS Holland B.V.,24302961.0,asus holland
Asus Technology Holland,30224127.0,asus technology holland
AT&T Global Network Services Nederland B.V.,34112329.0,att global network services
ATA Mute B.V.,89728610.0,ata mute
Atabix Solutions B.V.,54687195.0,atabix solutions
ATAG Nederland B.V.,24279246.0,atag
ATC Europe Coöperatief U.A.,67401694.0,atc coperatief ua
ATC International Coöperatief U.A.,53390393.0,atc international coperatief ua
ATC International Financing B.V.,70127298.0,atc international financing
Atelier Eindhoven B.V.,60716797.0,atelier eindhoven
ATENSUS Detachering B.V.,77630882.0,atensus detachering
ATG Engineering B.V.,86887831.0,atg engineering
ATG Netherlands B.V.,28103377.0,atg
AthenaStudies B.V.,62750151.0,athenastudies
Athlon Car Lease International B.V.,34066011.0,athlon car lease international
Athlon Car Lease Nederland B.V.,33136871.0,athlon car lease
Athom B.V.,61036498.0,athom
Athora Netherlands N.V.,30099450.0,athora
Atlanship S.A.,24417682.0,atlanship sa
Atlanta Field B.V.,56395205.0,atlanta field
Atlantic Logistics B.V.,81902689.0,atlantic logistics
Atlantis Solutions B.V.,52471276.0,atlantis solutions
